run_id,model,AUROC,AUPRC,LogLoss,Brier,ECE
0,Logistic_L2,0.9281842818428185,0.42473094500958275,0.08799556186330523,0.020712729961554176,0.018437403826048315
0,RandomForest,0.9986449864498644,0.9583333333333333,0.03796503184056649,0.007373806791077392,0.025668977530291046
0,ExtraTrees,0.9993224932249323,0.976190476190476,0.03081685645419268,0.005064552818797682,0.024835193746069042
0,GradientBoosting,1.0,1.0,0.02260899859669228,0.0021794053494077533,0.021275895492635248
0,GaussianNB,0.43191056910569103,0.021154730548935994,0.11410021765795057,0.023333777719904053,0.007969712295402935
0,MLP,0.7940379403794038,0.2567442774339326,0.0952851129301566,0.0209208215827766,0.014999660543886448
0,SVC_RBF,0.8763550135501355,0.1743619322107694,0.09552075686935001,0.022021425788338343,0.015114949813848186
1,Logistic_L2,0.7493224932249323,0.32723511712873415,0.09241801077136436,0.020433929656361358,0.01882234227713137
1,RandomForest,0.9871273712737128,0.7599358974358975,0.05378345567793873,0.011049379462221098,0.017117995987419744
1,ExtraTrees,0.9986449864498645,0.9484126984126984,0.03769048061673947,0.007849803371177551,0.03003522124421383
1,GradientBoosting,0.9999999999999999,1.0,0.024925665204521344,0.003137367066202968,0.02280473193466959
1,GaussianNB,0.98340108401084,0.8515151515151516,0.053887165921453484,0.010670898893874571,0.030038935615153486
1,MLP,0.7628726287262871,0.21632650824186364,0.09988159769447218,0.0218835657068077,0.013812825735208008
1,SVC_RBF,0.8597560975609756,0.14604511868533757,0.09707800968625614,0.022136796382569105,0.00809906475324041
2,Logistic_L2,0.4349593495934959,0.09775665943130057,0.11906963696080522,0.024791922269546955,0.009426525964551
2,RandomForest,0.8123306233062331,0.4069362296018775,0.09069346656430487,0.019268684891210267,0.011766575543804522
2,ExtraTrees,0.89159891598916,0.5305620305620306,0.07454692493282969,0.01616429141250086,0.013353673162480654
2,GradientBoosting,0.8499322493224933,0.8373015873015872,0.046760860764208545,0.008186102156105856,0.022862501913148446
2,GaussianNB,0.3472222222222222,0.019412002338347875,0.11397524532574368,0.023336781944925954,0.005146438500512749
2,MLP,0.6619241192411924,0.14001565766687304,0.10891742320291355,0.023002937561130612,0.008234837453733455
2,SVC_RBF,0.6334688346883469,0.05672898824601611,0.11014921625079688,0.023199133325798427,0.008464032953812643
3,Logistic_L2,0.6029810298102981,0.06685805978336498,0.11498939112380512,0.024568494353861606,0.010103671015655194
3,RandomForest,0.991869918699187,0.8257575757575758,0.04987611468942934,0.010617023022051498,0.03156216273102159
3,ExtraTrees,1.0,1.0,0.03173527577551017,0.0051312211335940066,0.02775684207894143
3,GradientBoosting,1.0,1.0,0.02260899859669228,0.002179405349407754,0.021275895492635248
3,GaussianNB,0.7672764227642277,0.6761173767752715,0.07543963221506829,0.016841943630878004,0.027363718925486186
3,MLP,0.6673441734417345,0.10257196882450431,0.10826945106729205,0.022996193098616273,0.006543840410808003
3,SVC_RBF,0.801490514905149,0.07033618761063862,0.10681377143314173,0.023154992628553424,0.007860991908101663
4,Logistic_L2,0.7134146341463414,0.08974826222212981,0.10732390409956247,0.022952493996680007,0.0037465602967870957
4,RandomForest,0.997289972899729,0.9333333333333333,0.03911966184828079,0.00724245389635169,0.02806223799447415
4,ExtraTrees,0.9979674796747968,0.9150793650793649,0.03600288117874814,0.0073357960300117694,0.02494165899207743
4,GradientBoosting,0.9969512195121951,0.8178571428571427,0.03160296486070605,0.006063392560507801,0.020751700703147802
4,GaussianNB,0.6483739837398375,0.19379823842298488,0.10037509045731888,0.02052198548552676,0.00906584398366427
4,MLP,0.9701897018970189,0.32301587301587303,0.08540226865916384,0.020848936144609885,0.022116261487783423
4,SVC_RBF,0.9728997289972899,0.4861371961371962,0.0748846348121181,0.01908159307316102,0.025127971726075296
5,Logistic_L2,0.989159891598916,0.7479187479187479,0.06198246212946817,0.014866465107626473,0.02716087624453308
5,RandomForest,0.9986449864498645,0.9583333333333333,0.03733205123172658,0.007701798500565661,0.027400907412512332
5,ExtraTrees,1.0,1.0,0.028612360480595785,0.004629851536986019,0.02517028225333745
5,GradientBoosting,1.0,1.0,0.02501129634731301,0.0029127340268718274,0.023100187714096075
5,GaussianNB,0.6656504065040649,0.3573334540163775,0.09530767869377003,0.02029404142620297,0.01699204333686889
5,MLP,0.978319783197832,0.46834733893557423,0.08595067564503864,0.020770273323973416,0.016264725756046948
5,SVC_RBF,0.991869918699187,0.6299603174603176,0.06494608997174714,0.017198021225841797,0.030130144464819823
6,Logistic_L2,0.9634146341463414,0.5363095238095238,0.07574686838335343,0.017378571215267636,0.02714708326710414
6,RandomForest,0.9939024390243902,0.8541666666666665,0.04811480012214687,0.010278154735720147,0.03138972245926967
6,ExtraTrees,0.9993224932249323,0.976190476190476,0.036963791150161,0.007646858035027526,0.027196338454082657
6,GradientBoosting,1.0,1.0,0.02260899859669226,0.002179405349407753,0.021275895492635245
6,GaussianNB,0.4684959349593496,0.02226012793176972,0.11335225883110729,0.023290416952518503,0.005774844863018529
6,MLP,0.8766937669376694,0.5140340689121177,0.08883684766532068,0.020495589222316382,0.01581686386216854
6,SVC_RBF,0.9363143631436314,0.28608669521448427,0.08383222489950681,0.02058214179047211,0.012422631230171148
7,Logistic_L2,0.964769647696477,0.5418771043771043,0.07134735791164525,0.016894961183267086,0.02609484128213809
7,RandomForest,0.9979674796747967,0.9305555555555556,0.03752475277709981,0.007510293439317598,0.02393520146855751
7,ExtraTrees,1.0,1.0,0.028513980888462624,0.004286405947868392,0.02545071490567508
7,GradientBoosting,1.0,1.0,0.024372987160666156,0.002688905642100711,0.022683677553429704
7,GaussianNB,0.8174119241192412,0.5227171774858811,0.08497078538181516,0.0183398862204397,0.023331670582253147
7,MLP,0.7676151761517616,0.2549311175201408,0.10278348410515493,0.0223316969839691,0.011063794965030526
7,SVC_RBF,0.9695121951219513,0.41750700280112046,0.07236499624171079,0.018535681211885237,0.022602273929942133
8,Logistic_L2,0.7168021680216803,0.08677652892448479,0.10963901773480177,0.02340284351277527,0.010824866822302598
8,RandomForest,0.9776422764227642,0.6063867576015913,0.062487196409459454,0.014333203540208131,0.026899676756518984
8,ExtraTrees,0.9559620596205962,0.8002070393374741,0.05415414711909125,0.010560161249461403,0.02354190681628323
8,GradientBoosting,0.8478997289972902,0.7748015873015873,0.05675113040653709,0.011006922722414261,0.01892779514648754
8,GaussianNB,0.4922086720867209,0.0800407062762504,0.1087080204410715,0.023487398779986856,0.009851363454188782
8,MLP,0.693089430894309,0.050102735643150105,0.11104687533714327,0.023248645328221226,0.007399877488514838
8,SVC_RBF,0.8028455284552846,0.06743350710523699,0.10577177440257272,0.023009537896083877,0.007857068217992935
9,Logistic_L2,0.9498644986449865,0.6319169960474308,0.07036824437543174,0.015975777452620292,0.02212397381173933
9,RandomForest,0.9979674796747967,0.9444444444444444,0.040983169101779016,0.00808400754336018,0.026870552570596663
9,ExtraTrees,1.0,1.0,0.029584213857600718,0.0047219994976297475,0.02561345110648232
9,GradientBoosting,1.0,1.0,0.02260899859669228,0.0021794053494077533,0.021275895492635248
9,GaussianNB,0.4664634146341464,0.02219700399557458,0.11341862183447889,0.023294021579519375,0.0059652230973663185
9,MLP,0.6605691056910569,0.3429714200484526,0.1034355309154584,0.022130573619248296,0.013722654021621053
9,SVC_RBF,0.9559620596205962,0.3403444381705251,0.0832374133898064,0.020448261091104945,0.018333024327372535
10,Logistic_L2,0.5169376693766937,0.040037006087486,0.11823231338415496,0.023569058253037022,0.006022908837818546
10,RandomForest,0.978319783197832,0.6601307189542484,0.06220542719628859,0.014482229011569186,0.02188434049790477
10,ExtraTrees,0.9986449864498644,0.9583333333333333,0.03912203486102103,0.007773608555607203,0.02615848042140221
10,GradientBoosting,1.0,1.0,0.02260899859669226,0.0021794053494077524,0.021275895492635248
10,GaussianNB,0.43191056910569103,0.021154730548935994,0.11410021765795059,0.023333777719904056,0.007969712295402935
10,MLP,0.37262872628726285,0.07940974067730992,0.11507177396456546,0.023209285428947037,0.0064573409742096745
10,SVC_RBF,0.7811653116531165,0.05813282279314888,0.10892472085989036,0.023170830831987028,0.0072217380917218976
11,Logistic_L2,0.9146341463414634,0.551008682328907,0.0816711449128614,0.019182609229652307,0.018988601961960627
